Country of domicile,ISO-3,Year,Number of Undergraduate Students,GDP per Capita,Tertiary Education Enrollment,Tertiary Expenditure,GINI,HDI,Distance,Population,Students normalised
Taiwan,TWN,2016,40,,,,,,9804,,
Taiwan,TWN,2017,45,,,,,,9804,,
Taiwan,TWN,2018,45,,,,,,9804,,
Taiwan,TWN,2019,45,,,,,,9804,,
Tanzania,TZA,2015,5,2354.13898543629,4.01015996932983,,,0.514,7366,51482638.0,0.0000391394085128272
Tanzania,TZA,2016,5,2441.63694514804,4.07056999206543,,,0.514,7366,53049231.0,0.0000380024358882789
Thailand,THA,2014,70,15854.1318583817,50.180061340332,,37.0,0.742,9579,68438748.0,0.0000294277738686862
Thailand,THA,2015,85,16285.3865749723,,,36.0,0.749,9579,68714519.0,0.0000293242247682764
Thailand,THA,2016,85,16782.0986705337,49.2868118286133,,36.9,0.756,9579,68971313.0,0.0000292295435930008
Thailand,THA,2017,100,17422.9523512059,,,36.5,0.765,9579,69209817.0,0.0000291432644591446
Thailand,THA,2018,110,18095.7365704368,,,36.4,0.772,9579,69428454.0,0.0000290658927822302
Thailand,THA,2019,120,18453.4698218155,,,34.9,0.777,9579,69625581.0,0.000028997962688455
Trinidad and Tobago,TTO,2014,20,28796.559068824,,,,0.785,7109,1362337.0,0.00147834199614339
Trinidad and Tobago,TTO,2015,30,29053.3347831462,,,,0.792,7109,1370332.0,0.00147044657790959
Trinidad and Tobago,TTO,2016,25,27281.8582564754,,,,0.792,7109,1377563.0,0.00146345394003759
Trinidad and Tobago,TTO,2017,25,26342.6166624768,,,,0.795,7109,1384060.0,0.00145730676415762
Trinidad and Tobago,TTO,2018,25,26250.3722429394,,,,0.795,7109,1389841.0,0.00145196464919368
Trinidad and Tobago,TTO,2019,20,25827.8850703571,,,,0.796,7109,1394969.0,0.00144734399115679
Tunisia,TUN,2014,5,10498.849670465,35.3342094421387,,,0.726,1842,11063195.0,0.000182045060219946
Tunisia,TUN,2016,5,10524.9135954983,32.8153610229492,,,0.731,1842,11303942.0,0.000178344864119083
Tunisia,TUN,2017,5,10605.2948839809,32.1493797302246,,,0.734,1842,11433438.0,0.000176412379198628
Tunisia,TUN,2018,10,10763.7297838206,31.7465190887451,,,0.738,1842,11565203.0,0.000174488938931725
Tunisia,TUN,2019,10,10755.5726608392,31.8472690582275,,,0.74,1842,11694721.0,0.000172641998043391
Turkey,TUR,2014,25,24881.7277916793,,,41.2,0.796,2855,77229262.0,0.0000260781981834813
Turkey,TUR,2015,30,25958.6407622392,,,42.9,0.801,2855,78529413.0,0.0000256591756263351
Turkey,TUR,2016,35,26385.0019383343,,,41.9,0.808,2855,79827868.0,0.000025254338497428
Turkey,TUR,2017,45,27913.8187158996,,,41.4,0.814,2855,81116451.0,0.0000248654862871158
Turkey,TUR,2018,80,28312.6834243604,113.217071533203,,41.9,0.817,2855,82340090.0,0.0000245081102048832
Turkey,TUR,2019,115,28199.0515906708,115.042060852051,,41.9,0.82,2855,83429607.0,0.0000242000420785873
Uganda,UGA,2014,5,2022.29482007632,4.83663988113403,16.29501,,0.519,6432,36911530.0,0.0000545628967425626
Uganda,UGA,2015,5,2054.09044873783,5.22475004196167,,,0.525,6432,38225447.0,0.0000527135758543255
Uganda,UGA,2017,5,2074.65243576542,,,,0.532,6432,41166588.0,0.0000489960450450739
Uganda,UGA,2018,5,2121.96781993514,,,,0.538,6432,42729032.0,0.0000472278426527425
Uganda,UGA,2019,5,2187.46522731754,,,,0.544,6432,44269587.0,0.0000456069310066073
Ukraine,UKR,2014,35,12408.95159807,82.6711807250977,31.51813,24.0,0.771,2130,45272155.0,0.0000444865061095501
Ukraine,UKR,2015,35,11237.0744571217,,,25.5,0.765,2130,45154036.0,0.000044625025324425
Ukraine,UKR,2016,30,11534.6380017777,,30.4587,25.0,0.768,2130,45004673.0,0.0000447953482519471
Ukraine,UKR,2017,25,11871.1236240918,,24.99049,26.0,0.771,2130,44831135.0,0.0000449910536505489
Ukraine,UKR,2018,25,12338.0024454764,,,26.1,0.774,2130,44622518.0,0.0000452238038203044
Ukraine,UKR,2019,20,12808.7989991273,,,26.6,0.779,2130,44386203.0,0.0000454871077843716
United Arab Emirates,ARE,2014,40,62378.6100477921,,,,0.847,5484,9214182.0,0.00021857610366281
United Arab Emirates,ARE,2015,40,65218.8204340815,,,,0.859,5484,9262896.0,0.000217534559386179
United Arab Emirates,ARE,2016,45,66510.9029855157,,,,0.864,5484,9360975.0,0.000215362181824009
United Arab Emirates,ARE,2017,60,67183.6053111678,,,,0.881,5484,9487206.0,0.000212602108565999
United Arab Emirates,ARE,2018,70,66968.2211775042,,,26.0,0.889,5484,9630966.0,0.000209532460191428
United Arab Emirates,ARE,2019,75,67119.153244137,52.6069793701172,,,0.89,5484,9770526.0,0.000206641894203035
United States,USA,2014,125,57213.2678405623,88.6268692016602,27.50228,41.5,0.920,5932,318386329.0,0.00000632564848599388
United States,USA,2015,115,58540.2960929977,88.8894119262695,,41.2,0.921,5932,320738994.0,0.0000062823667770187
United States,USA,2016,95,59112.2422096532,88.8350524902344,,41.1,0.922,5932,323071755.0,0.00000624009981931104
United States,USA,2017,110,60109.6557260477,88.1673889160156,,41.2,0.924,5932,325122128.0,0.00000620382258324786
United States,USA,2018,140,61585.7560382102,88.2991790771484,,41.4,0.925,5932,326838199.0,0.00000617430889710661
United States,USA,2019,175,62630.8732765742,87.8887100219727,,,0.926,5932,328329953.0,0.0000061493018883964
Uzbekistan,UZB,2019,5,7014.32469877717,12.5820302963257,,,0.72,5247,33580350.0,0.0000601244477797283
Vietnam,VNM,2014,60,6098.53914798804,30.7154998779297,,34.8,0.683,10194,91713850.0,0.0000219596058828628
Vietnam,VNM,2015,60,6438.25985369358,29.0734596252441,,,0.688,10194,92677082.0,0.0000217421605915473
Vietnam,VNM,2016,50,6767.77883209752,28.5449695587158,,35.3,0.693,10194,93640435.0,0.0000215291609869177
Vietnam,VNM,2017,45,7155.4431870997,,,,0.696,10194,94600643.0,0.0000213212081444309
Vietnam,VNM,2018,40,7585.94315504036,,,35.7,0.7,10194,95545959.0,0.0000211207257860063
Vietnam,VNM,2019,35,8041.17838409676,28.6399803161621,,,0.704,10194,96462108.0,0.0000209304984294973
Zambia,ZMB,2015,5,3443.55325404862,,11.83535,57.1,0.569,7845,15879370.0,0.000126894202981604
Zambia,ZMB,2016,5,3467.88744782793,,12.33514,,0.571,7845,16363449.0,0.000123201410656152
Zambia,ZMB,2017,5,3485.02178024575,,8.91604,,0.578,7845,16853608.0,0.000119677638165074
Zimbabwe,ZWE,2014,5,3195.76796979947,,16.83207,,0.547,8144,13586710.0,0.000148233089541177
Zimbabwe,ZWE,2015,5,3198.982128793,10.0065498352051,,,0.553,8144,13814642.0,0.00014585973346251
Zimbabwe,ZWE,2016,5,3173.61082862955,8.17144012451172,,,0.558,8144,14030338.0,0.000143688626745842
Zimbabwe,ZWE,2017,5,3274.6111982423,8.87594985961914,,44.3,0.563,8144,14236599.0,0.000141677095772663
Zimbabwe,ZWE,2018,5,3341.66541766316,,,,0.569,8144,14438812.0,0.000139762190961417
