Country of domicile,ISO-3,Year,Number of Undergraduate Students,GDP per Capita,Tertiary Education Enrollment,Tertiary Expenditure,GINI,HDI,Distance,Population,Students normalised
Kazakhstan,KAZ,2016,30,24210.8629616382,46.6161193847656,11.64466,27.2,0.808,5628,17794055.0,0.00011329626664636
Kazakhstan,KAZ,2017,30,24862.9661245889,50.1461791992188,10.56175,27.5,0.815,5628,18037776.0,0.000111820880800382
Kazakhstan,KAZ,2018,25,25544.3447563035,53.9882507324219,9.38161,27.8,0.819,5628,18276452.0,0.000110415303801854
Kazakhstan,KAZ,2019,20,26351.8044418782,61.7497596740723,,,0.825,5628,18513673.0,0.000109054534991517
Kenya,KEN,2014,25,3709.15256291153,,13.70252,,0.580,6740,46700063.0,0.0000431262801508426
Kenya,KEN,2015,20,3824.75930317654,9.22955989837646,13.07397,40.8,0.587,6740,47878339.0,0.0000420858376060205
Kenya,KEN,2016,20,3952.75813183016,11.4267301559448,,,0.591,6740,49051531.0,0.0000410996345863292
Kenya,KEN,2017,20,4046.23477111755,11.4647102355957,,,0.595,6740,50221146.0,0.0000401623650722745
Kenya,KEN,2018,20,4203.83827267811,,,,0.599,6740,51392570.0,0.0000392663764431318
Kenya,KEN,2019,20,4329.87188383259,10.0383996963501,,,0.601,6740,52573967.0,0.0000384030370011835
Kosovo,KEN,2014,5,9214.40621002182,,,27.3,,1702,1812771.0,0.00111100629919609
Kuwait,KWT,2014,5,56647.4374166362,51.0297012329102,,,0.796,4639,3690939.0,0.00054566060289807
Kuwait,KWT,2015,5,54834.3916726177,55.1483306884766,,,0.801,4639,3835588.0,0.000525343180758726
Kuwait,KWT,2016,5,54708.9797919819,57.2853202819824,,,0.804,4639,3956862.0,0.000509494644998992
Kuwait,KWT,2017,5,50855.5528597544,55.3605003356934,,,0.805,4639,4056102.0,0.000497275462993781
Kuwait,KWT,2018,10,50478.5875050676,54.3641395568848,,,0.807,4639,4137314.0,0.000487756065892026
Kuwait,KWT,2019,10,49853.7362805684,55.3075485229492,,,0.806,4639,4207077.0,0.000479905644702961
Latvia,LVA,2014,10,25387.0076467731,70.8979415893555,21.31183,35.1,0.845,1670,1993782.0,0.00101014052689813
Latvia,LVA,2015,10,26621.2722286526,74.2998809814453,22.0921,34.2,0.849,1670,1977527.0,0.00101894942521644
Latvia,LVA,2016,10,27503.1773004104,80.6048126220703,16.04117,34.3,0.854,1670,1959537.0,0.00102881445974228
Latvia,LVA,2017,10,28650.0077575999,88.0574264526367,,35.6,0.859,1670,1942248.0,0.00103848736103731
Latvia,LVA,2018,15,30036.0865499334,93.0244827270508,,35.1,0.863,1670,1927174.0,0.00104712911236868
Latvia,LVA,2019,10,30858.750074744,94.8645324707031,,,0.866,1670,1913822.0,0.00105495704407202
Lebanon,LBN,2014,20,16970.4361679142,,,,0.748,3481,6261046.0,0.000321671490674242
Lebanon,LBN,2015,20,16299.2077629854,,,,0.744,3481,6532681.0,0.000308449165051837
Lebanon,LBN,2016,40,16100.9227973306,,,,0.741,3481,6714281.0,0.000300255529966649
Lebanon,LBN,2017,45,15987.6543351696,,,,0.748,3481,6819373.0,0.000295774992803591
Lebanon,LBN,2018,50,15588.1528714896,,,,0.747,3481,6859408.0,0.000294194484421979
Lebanon,LBN,2019,40,14551.5937122886,,,,0.744,3481,6855709.0,0.000294499080984913
Lithuania,LTU,2014,20,29855.8314910326,70.4006118774414,29.6144,37.7,0.859,1734,2932367.0,0.000686817168519493
Lithuania,LTU,2015,25,30748.1963109529,69.7405395507813,27.85941,37.4,0.862,1734,2904910.0,0.000693653159650385
Lithuania,LTU,2016,25,31925.8034212317,71.118522644043,20.5208,38.4,0.867,1734,2868231.0,0.000702872258196777
Lithuania,LTU,2017,35,33761.871239796,72.4174575805664,,37.3,0.873,1734,2828403.0,0.000713123271330146
Lithuania,LTU,2018,45,35427.4618636641,73.7303009033203,,35.7,0.876,1734,2801543.0,0.000720317339409033
Lithuania,LTU,2019,65,37062.5867515036,72.0089721679688,,,0.882,1734,2794137.0,0.000722584468835995
Luxembourg,LUX,2014,15,108414.751923468,,12.64924,31.2,0.903,449,556319.0,0.00362022508668588
Luxembourg,LUX,2015,15,110446.086101647,19.776309967041,13.10114,32.9,0.906,449,569604.0,0.00353754538240602
Luxembourg,LUX,2016,15,113035.834714458,19.5639305114746,,31.7,0.910,449,582014.0,0.00346383420330095
Luxembourg,LUX,2017,15,112308.17379315,19.1517696380615,,34.5,0.913,449,596336.0,0.00338232137586864
Luxembourg,LUX,2018,20,113589.670473448,18.5904693603516,,35.4,0.913,449,607950.0,0.00331935192038819
Luxembourg,LUX,2019,25,113940.23744151,18.4300003051758,,,0.916,449,620001.0,0.00325644636057039
Macao,MAC,2014,15,155201.39960521,,42.72576,,,9541,590210,0.00341234475864523
Macao,MAC,2015,25,119439.768338955,,42.19713,,,9541,602093,0.00334665907094087
Macao,MAC,2016,30,116556.788348295,,39.27335,,,9541,612824,0.00328968839340496
Macao,MAC,2017,35,126183.676088526,,37.1216,,,9541,622578,0.00323975469740338
Macao,MAC,2018,45,132416.8028844,,,,,9541,631633,0.0031948932370538
Macao,MAC,2019,45,127161.499444924,,,,,9541,640446,0.00315249060810748
Madagascar,MDG,2016,5,1565.86755310165,4.82550001144409,0.00583,,0.523,8963,24894370.0,0.0000809821658471373
Madagascar,MDG,2017,5,1584.42447526047,5.28453016281128,0.0058,,0.526,8963,25570511.0,0.0000788799253953118
Malaysia,MYS,2014,420,23906.2285804437,39.5085716247559,,,0.791,10538,29866606.0,0.0000674331726879177
Malaysia,MYS,2015,495,24787.8237457166,45.5927085876465,,41.1,0.796,10538,30270965.0,0.000066565436549512
Malaysia,MYS,2016,535,25541.7705112243,46.7621002197266,23.3901,,0.800,10538,30684652.0,0.0000657005984620585
Malaysia,MYS,2017,525,26661.5074160333,43.7151794433594,20.9924,,0.805,10538,31104655.0,0.0000648455994769915
Malaysia,MYS,2018,510,27558.1369502408,45.1253890991211,21.34708,,0.805,10538,31528033.0,0.000064006530315418
Malaysia,MYS,2019,490,28364.4763211606,43.0616111755371,,,0.81,10538,31949789.0,0.0000631929055932106
Maldives,MDV,2014,5,17568.4099061804,13.0836496353149,12.8541,,0.718,10538,435018.0,0.00462969348394779
Maldives,MDV,2015,5,17284.6478941089,,12.74716,,0.724,10538,454914.0,0.00442940863547835
Maldives,MDV,2016,5,17584.1475352396,,20.58919,31.3,0.728,10538,475505.0,0.00423970305254414
Maldives,MDV,2017,5,18058.5810797009,31.2235908508301,,,0.731,10538,496398.0,0.00406327181012011
Malta,MLT,2014,5,37230.2783945938,44.3358383178711,19.26899,29.0,0.874,2044,434558.0,0.00463459423137993
Malta,MLT,2015,5,39845.1145672313,47.1225814819336,25.33087,29.4,0.880,2044,445053.0,0.00452755065127075
Malta,MLT,2016,5,40536.7181783198,48.6034088134766,,29.1,0.885,2044,455356.0,0.00442730522931509
Malta,MLT,2017,5,42644.0508459903,54.2599182128906,,29.2,0.888,2044,467999.0,0.00430983826888519
Mauritius,MUS,2014,25,19240.2247080161,39.1263084411621,7.05953,,0.789,9677,1260934.0,0.00159722872093226
Mauritius,MUS,2015,15,19897.4753965644,37.4152793884277,6.82223,,0.789,9677,1262605.0,0.00159590687507178
Mauritius,MUS,2016,15,20646.9330000973,38.8485298156738,6.35365,,0.794,9677,1263473.0,0.00159560196379345
Mauritius,MUS,2017,10,21415.1161096211,40.5960388183594,5.86204,36.8,0.797,9677,1264613.0,0.00159495434571683
Mauritius,MUS,2018,20,22208.1381171868,41.5999794006348,6.42423,,0.801,9677,1265303.0,0.00159487490348162
Mauritius,MUS,2019,20,22870.2862495308,44.391529083252,,,0.804,9677,1265711.0,0.00159515086777313
Mexico,MEX,2014,5,18887.5674432127,31.0941390991211,21.32413,48.7,0.761,8956,120355137.0,0.0000167338100408627
Mexico,MEX,2015,5,19268.9143963283,31.8190402984619,21.47549,,0.766,8956,121858251.0,0.0000165356057834771
Mexico,MEX,2016,5,19539.2612488443,38.4333801269531,21.091,46.3,0.768,8956,123333379.0,0.0000163459398935304
Mexico,MEX,2017,10,19721.2609759241,40.2289581298828,,,0.771,8956,124777326.0,0.0000161647958379874
Mexico,MEX,2018,10,19928.3956618582,41.5228004455566,,45.4,0.776,8956,126190782.0,0.0000159916593590806
Mexico,MEX,2019,10,19701.337669842,42.8306999206543,,,0.779,8956,127575529.0,0.000015825919091427
Monaco,MCO,2014,5,,,,,,977,37320.0,0.0539657020364416
Monaco,MCO,2015,5,,,,,,977,37723.0,0.0534156880417782
Monaco,MCO,2016,5,,,,,,977,38070.0,0.0529550827423168
Monaco,MCO,2017,5,,,,,,977,38392.0,0.0525369868722651
Monaco,MCO,2018,5,,,,,,977,38682.0,0.0521689674784137
Monaco,MCO,2019,5,,,,,,977,38967.0,0.0518130725998922
Mongolia,MNG,2016,5,10940.4186480461,64.0191802978516,10.96171,32.3,0.729,7059,3056358.0,0.00065960859297242
Mongolia,MNG,2017,5,11311.7611259291,64.1636199951172,6.40868,,0.728,7059,3113788.0,0.000647764073854739
Mongolia,MNG,2018,5,11915.5567471637,65.5954437255859,,32.7,0.735,7059,3170214.0,0.000636550087785872
Mongolia,MNG,2019,5,12316.7913725436,68.7535171508789,,,0.737,7059,3225166.0,0.000626014288876914
Montenegro,MNE,2016,5,18797.9056157308,56.8452911376953,,38.5,0.818,1733,622303.0,0.00323957943317002
Montenegro,MNE,2018,5,20686.5759142606,56.0809707641602,,,0.826,1733,622227.0,0.00324318938265295
Montenegro,MNE,2019,5,21533.949235748,54.1748199462891,,,0.829,1733,622028.0,0.00324583459265499
Morocco,MNE,2014,10,6912.17800214842,25.3326301574707,,,0.652,2074,34192358.0,0.0000589020505693114
Morocco,MAR,2015,20,7126.67058575575,28.4035491943359,,,0.658,2074,34663608.0,0.0000581301288659853
Morocco,MAR,2016,25,7106.24124906058,31.9865798950195,,,0.667,2074,35126274.0,0.0000573929361252492
Morocco,‘MAR,2017,30,7312.05677903856,33.7846794128418,,,0.673,2074,35581257.0,0.0000566871485175468
Morocco,‘MAR,2018,40,7446.93622037578,35.9359283447266,,,0.68,2074,36029089.0,0.0000560102976791892
Morocco,‘MAR,2019,35,7537.48527234118,38.5453300476074,,,0.686,2074,36471766.0,0.0000553578897166647
Mozambique,MOZ,2017,5,1283.65986980986,7.12271022796631,,,0.446,9138,28649007.0,0.0000704038363354095
Mozambique,MOZ,2018,5,1289.73594800556,7.31255006790161,,,0.452,9138,29496009.0,0.0000684160355389097
Mozambique,MOZ,2019,5,1281.50604143547,,,,0.456,9138,30366043.0,0.0000664887420465024
Myanmar,MMR,2014,5,4020.03667693095,,,,0.55,9028,52280816,0.0000385227346107222
Myanmar,MMR,2015,10,4268.5006767951,,,38.1,0.557,9028,52680724,0.0000382492845011014
Myanmar,MMR,2016,10,4482.92679957997,,,,0.563,9028,53045199,0.0000380053244780927
Myanmar,MMR,2017,10,4739.91544500094,,11.2799,30.7,0.572,9028,53382521,0.0000377839030869299
Myanmar,MMR,2018,10,5029.1880858737,18.8159409,14.7764,,0.579,9028,53708318,0.0000375733233723685
Myanmar,MMR,2019,10,5082.50316102148,,14.6293,,0.583,9028,54045422,0.0000373574657257741
Nepal,NPL,2016,5,3315.8144141419,11.6235103607178,,,0.586,7373,27263430.0,0.0000739452079213804
Nepal,NPL,2017,5,3565.19780740052,11.5912303924561,,,0.588,7373,27632682.0,0.0000729932765845892
Nepal,NPL,2018,5,3773.71591761441,12.4108600616455,,,0.596,7373,28095712.0,0.0000718259070992755
Netherlands,NLD,2014,35,52186.9973861206,,,28.6,0.932,340,16865008.0,0.000119418858265588
Netherlands,NLD,2015,50,52974.1162200949,80.5699234008789,30.12593,28.2,0.934,340,16939923.0,0.000118949773266384
Netherlands,NLD,2016,50,53847.8265545448,80.3648376464844,31.92546,28.2,0.936,340,17030314.0,0.000118377147949239
Netherlands,NLD,2017,60,55088.6338006744,84.9804534912109,,28.5,0.939,340,17131296.0,0.000117737735662264
Netherlands,NLD,2018,60,56060.9136269404,87.0978469848633,,28.1,0.942,340,17231624.0,0.000117110261923078
Netherlands,NLD,2019,60,56629.110793233,,,,0.944,340,17344874.0,0.000116403267040164
New Zealand,NZL,2014,5,40432.2414789733,77.9813003540039,24.94879,,0.916,18817,4516500.0,0.000445920513672091
New Zealand,NZL,2015,5,41086.1153021682,80.5633773803711,25.56619,,0.921,18817,4609400.0,0.000437150171388901
New Zealand,NZL,2016,5,41672.1012399483,81.770393371582,23.73553,,0.924,18817,4714100.0,0.000427653210581023
New Zealand,NZL,2017,10,42285.319902666,82.0332183837891,,,0.926,18817,4813600.0,0.000419021106863886
New Zealand,NZL,2018,15,42866.1272276586,82.9830322265625,,,0.928,18817,4900600.0,0.000411786311880178
New Zealand,NZL,2019,20,42877.9429107086,80.3025512695313,,,0.931,18817,4979300.0,0.000405478681742414
Nigeria,NGA,2014,50,5516.38559753258,,,,0.523,5009,176404931.0,0.0000114169144172053
Nigeria,NGA,2015,40,5514.77027265177,,,,0.526,5009,181137454.0,0.0000111241488466543
Nigeria,NGA,2016,35,5284.89322799694,,,,0.526,5009,185960244.0,0.0000108410268594829
Nigeria,NGA,2017,35,5190.35612668836,,,,0.531,5009,190873247.0,0.0000105672221314494
Nigeria,NGA,2018,35,5155.07599367409,,,35.1,0.534,5009,195874685.0,0.0000103025054003278
Nigeria,NGA,2019,30,5135.49946875343,,,,0.539,5009,200963603.0,0.0000100465953528908
North Macedonia,MKD,2014,5,14524.1946989175,38.3270111083984,,35.2,0.755,1906,2077780.0,0.000969303776145694
North Macedonia,MKD,2015,5,15072.9475418471,41.1433296203613,,35.6,0.761,1906,2079335.0,0.000969059819605787
North Macedonia,MKD,2016,5,15491.7435930236,,,34.5,0.765,1906,2080746.0,0.000968883275517531
North Macedonia,MKD,2017,5,15649.9274193472,42.4599800109863,,34.2,0.767,1906,2081996.0,0.000968781880464708
North Macedonia,MKD,2018,5,16093.3104230501,43.1165008544922,,33.0,0.77,1906,2082957.0,0.000968815006742818
North Macedonia,MKD,2019,5,16600.1436488516,,,,0.774,1906,2083458.0,0.000969062011329242
Norway,NOR,2014,35,62390.1497031613,77.5435028076172,28.57301,26.8,0.944,1114,5137232.0,0.000392039915658861
Norway,NOR,2015,35,62987.5358625454,77.9589385986328,25.905,27.5,0.947,1114,5188607.0,0.000388350861801636
Norway,NOR,2016,30,63104.1003947269,80.5465393066406,26.72475,28.5,0.950,1114,5234519.0,0.000385135673401892
Norway,NOR,2017,30,64050.7561654656,81.9923477172852,,27.0,0.954,1114,5276968.0,0.000382227066755
Norway,NOR,2018,30,64341.2589026158,83.0172576904297,,27.6,0.956,1114,5311916.0,0.000379900585777335
Norway,NOR,2019,30,64452.812617024,83.2306900024414,,,0.957,1114,5347896.0,0.000377531649830139
Oman,OMN,2014,5,30530.4993089424,34.5551910400391,,,0.802,5840,4027255.0,0.000500092494763803
Oman,OMN,2015,10,30146.9560518823,39.2326393127441,,,0.814,5840,4267341.0,0.00047219099668857
Oman,OMN,2016,10,30184.8701587714,44.0544891357422,,,0.815,5840,4479217.0,0.000450078663302091
Oman,OMN,2017,10,29077.3635995539,38.1280097961426,,,0.819,5840,4665926.0,0.000432282895185222
Oman,OMN,2018,5,28350.9435298546,38.0362091064453,,,0.813,5840,4829476.0,0.000417850715067225
Pakistan,PAK,2014,50,4171.29183022323,9.65985012054443,22.32371,,0.530,6061,195305012.0,0.0000103120753501195
Pakistan,PAK,2015,50,4278.34666284049,9.2258996963501,22.78857,32.6,0.536,6061,199426953.0,0.0000101039501917276
Pakistan,PAK,2016,55,4421.58192929723,9.03273963928223,22.20075,,0.542,6061,203631356.0,0.00000990024345759403
Pakistan,PAK,2017,60,4571.20507840804,9.34891986846924,22.11033,,0.55,6061,207906210.0,0.00000970148991701595
Pakistan,PAK,2018,65,4739.47271266276,8.95841979980469,,31.6,0.552,6061,212228288.0,0.00000950862874604162
Pakistan,PAK,2019,60,4690.48477660926,12.2206401824951,,,0.557,6061,216565317.0,0.00000932282245360646
Peru,PER,2014,5,11877.0789320691,,14.22039,43.1,0.760,10163,30090372.0,0.0000669317082553848
Peru,PER,2015,10,12110.2668971421,,16.08268,43.4,0.759,10163,30470739.0,0.0000661290164311407
Peru,PER,2016,10,12403.6871416862,71.1329879760742,16.97907,43.6,0.765,10163,30926036.0,0.0000651877919303981
Peru,PER,2017,10,12506.5293750586,70.7378616333008,16.66902,43.3,0.767,10163,31444299.0,0.0000641451730248463
Peru,PER,2018,5,12781.4164435302,,15.77045,42.4,0.771,10163,31989265.0,0.000063083662597437
Peru,PER,2019,5,12853.6920747721,,,41.5,0.777,10163,32510462.0,0.0000621030854621506
Philippines,PHL,2014,5,6973.6389092765,35.6268882751465,,,0.696,10790,100513137.0,0.0000200371818063941
Philippines,PHL,2015,10,7300.13621040525,,,44.6,0.701,10790,102113206.0,0.0000197330010380832
Philippines,PHL,2016,10,7705.05376971311,,,,0.704,10790,103663812.0,0.0000194474808624634
Philippines,PHL,2017,10,8120.86879329703,35.4754600524902,,,0.708,10790,105172921.0,0.0000191779402989102
Philippines,PHL,2018,10,8516.13654897274,,,42.3,0.711,10790,106651394.0,0.0000189214591981798
Philippines,PHL,2019,15,8914.72379820449,,,,0.718,10790,108116622.0,0.0000186742793351424
Poland,POL,2014,145,26649.577276004,68.4471664428711,24.09996,32.8,0.858,1450,38011735.0,0.0000529836378160586
Poland,POL,2015,145,27797.0584233597,66.9461517333984,25.2831,31.8,0.863,1450,37986412.0,0.0000530452836661699
Poland,POL,2016,180,28682.6939326326,67.0045471191406,22.84284,31.2,0.869,1450,37970087.0,0.0000530944266732915
Poland,POL,2017,195,30064.5034841771,67.8274383544922,,29.7,0.873,1450,37974826.0,0.0000531141340845117
Poland,POL,2018,190,31674.1316243417,68.6201019287109,,30.2,0.877,1450,37974750.0,0.0000531405736706627
Poland,POL,2019,190,33120.517844588,69.1840286254883,,,0.88,1450,37965475.0,0.000053179895681537
Portugal,PRT,2014,15,30444.6002091947,65.5035705566406,17.82687,35.6,0.847,1618,10401062.0,0.000193634073135993
Portugal,PRT,2015,20,31118.7906703279,61.7563285827637,18.30429,35.5,0.854,1618,10358076.0,0.000194534197277564
Portugal,PRT,2016,30,31847.5377347647,63.2556495666504,,35.2,0.855,1618,10325452.0,0.000195245689970764
Portugal,PRT,2017,35,33044.7167387479,63.9358100891113,,33.8,0.858,1618,10300300.0,0.000195819539236721
Portugal,PRT,2018,45,34040.7255617749,65.6626586914063,,33.5,0.86,1618,10283822.0,0.000196230545413952
Portugal,PRT,2019,45,34879.7059746537,67.9307022094727,,,0.864,1618,10286263.0,0.000196281195610106
Qatar,QAT,2014,5,95578.2615108733,13.5804395675659,,,0.835,5142,2459202.0,0.000818964851199698
Qatar,QAT,2015,5,95965.2512366176,14.7012901306152,,,0.839,5142,2565708.0,0.000785358271479062
Qatar,QAT,2016,10,95601.8073141158,15.6427602767944,,,0.845,5142,2654379.0,0.000759499679586073
Qatar,QAT,2017,5,91738.7527899469,16.6273307800293,,,0.848,5142,2724727.0,0.000740257647830406
Qatar,QAT,2018,5,90970.0609016321,17.8699207305908,,,0.845,5142,2781682.0,0.000725460350967508
Qatar,QAT,2019,5,90043.7990029688,18.9489994049072,,,0.848,5142,2832071.0,0.000712905855820705
Romania,ROU,2014,125,23084.3747760397,47.1371002197266,21.64806,36.0,0.811,2087,19908979.0,0.00010116038597459
Romania,ROU,2015,185,23878.1885373067,46.7266883850098,21.16444,35.9,0.815,2087,19815616.0,0.000101687477189707
Romania,ROU,2016,260,25145.0133479761,48.240608215332,23.77858,34.4,0.820,2087,19702267.0,0.000102323250415802
Romania,ROU,2017,285,27141.9193326803,49.3818702697754,,36.0,0.821,2087,19588715.0,0.000102967448349726
Romania,ROU,2018,290,28523.4731832065,51.0125389099121,,35.8,0.823,2087,19473970.0,0.000103625506252706
Romania,ROU,2019,260,29857.6464700842,51.3538208007813,,,0.828,2087,19371648.0,0.000104224483120899
Russia,RUS,2014,130,26057.1553085019,,,,0.807,2512,143819667,0.0000140036480546155
Russia,RUS,2015,135,25488.0961196394,,,,0.809,2512,144096870,0.000013983648638586
Russia,RUS,2016,130,25490.7082574641,,,,0.815,2512,144342397,0.0000139667903672128
Russia,RUS,2017,145,25926.4438539743,,,,0.82,2512,144496739,0.0000139587925233385
Russia,RUS,2018,150,26656.4095416865,,,,0.823,2512,144477859,0.0000139675380986923
Russia,RUS,2019,150,27210.5459977867,,,,0.824,2512,144406261,0.0000139813882446551
Saudi Arabia,SAU,2014,20,48209.1373331596,58.2967300415039,,,0.852,4966,30916603.0,0.0000651429912917664
Saudi Arabia,SAU,2015,15,48921.2152517247,61.0563507080078,,,0.859,4966,31717676.0,0.0000635292447025438
Saudi Arabia,SAU,2016,15,48625.8438167915,67.3355102539063,,,0.859,4966,32443443.0,0.0000621389043080292
Saudi Arabia,SAU,2017,15,47306.222319502,69.6983184814453,,,0.852,4966,33101183.0,0.0000609343780855204
Saudi Arabia,SAU,2018,20,47592.7671473292,68.0398864746094,,,0.854,4966,33702757.0,0.0000598764071437835
Saudi Arabia,SAU,2019,25,46962.147688222,70.90087890625,,,0.854,4966,34268529.0,0.0000589170314255392
Serbia,SRB,2014,10,15226.3201716299,58.0549697875977,,40.5,0.784,1702,7130576.0,0.000282445625711023
Serbia,SRB,2015,10,15578.2028500791,58.2876892089844,30.11539,40.5,0.789,1702,7095383.0,0.000283987488765582
Serbia,SRB,2016,15,16182.8216850199,62.1369705200195,28.90675,38.8,0.795,1702,7058322.0,0.000285620293321841
Serbia,SRB,2017,15,16611.0168589401,66.4867401123047,29.93024,36.2,0.798,1702,7020858.0,0.000287286824487833
Serbia,SRB,2018,10,17452.7958990327,67.1586608886719,,,0.803,1702,6982604.0,0.000289003930338882
Serbia,SRB,2019,5,18292.175030713,67.7898406982422,,,0.806,1702,6945235.0,0.000290702906381138
Singapore,SGP,2014,525,87959.4167487017,,,,0.926,10860,5469724.0,0.000368208706691599
Singapore,SGP,2015,510,89519.7357100565,,,,0.931,10860,5535002.0,0.000364046842259497
Singapore,SGP,2016,500,91307.5036202199,83.9409790039063,,,0.935,10860,5607283.0,0.000359532415253519
Singapore,SGP,2017,530,95350.4356748021,84.7929077148438,,,0.933,10860,5612253.0,0.000359392208441066
Singapore,SGP,2018,535,98222.846041782,88.8864517211914,,,0.936,10860,5638676.0,0.000357885432679586
Singapore,SGP,2019,540,98411.5820616053,91.0889892578125,,,0.938,10860,5703569.0,0.000353988879594514
Slovakia,SVK,2014,30,27384.9718145418,,,,0.847,1268,5418649,0.000371679361405398
Slovakia,SVK,2015,45,28676.2656111842,,,,0.850,1268,5423801,0.000371510680425038
Slovakia,SVK,2016,70,29250.1180428621,,,,0.853,1268,5430798,0.00037121616381239
Slovakia,SVK,2017,70,30077.8455329271,,,,0.855,1268,5439232,0.000370824410505012
Slovakia,SVK,2018,70,31132.5729674338,,,,0.858,1268,5446771,0.000370494738993066
Slovakia,SVK,2019,65,31871.3349174843,,,,0.86,1268,5454147,0.000370177041432877
Slovenia,SVN,2014,15,33098.9441619924,82.2311325073242,19.76357,25.7,0.894,1192,2061980.0,0.000976731103114482
Slovenia,SVN,2015,15,33805.030045384,80.260986328125,19.86943,25.4,0.894,1192,2063531.0,0.000976481574543828
Slovenia,SVN,2016,15,34858.5119502257,77.8490829467773,19.74007,24.8,0.900,1192,2065042.0,0.000976251330481414
Slovenia,SVN,2017,15,36505.6772178798,78.588996887207,,24.2,0.907,1192,2066388.0,0.000976099357913422
Slovenia,SVN,2018,15,37968.3520620285,77.1131210327148,,24.6,0.912,1192,2073894.0,0.000973048767198324
Slovenia,SVN,2019,15,38905.5478569196,77.8827667236328,,,0.917,1192,2088385.0,0.000966775762131982
South Africa,ZAF,2017,5,12701.3489331232,22.3660297393799,14.36148,,0.705,8897,57009751.0,0.0000353799124644484
South Africa,ZAF,2018,5,12627.9285840445,23.8019599914551,15.25153,,0.707,8897,57792520.0,0.0000349180136114501
South Africa,ZAF,2019,10,12481.8135074777,23.8665599822998,,,0.709,8897,58558267.0,0.0000344784793580042
South Korea,ZAF,2014,115,37967.475617995,94.8520508,,31.2,0.904,8926,50746659,0.000039687341781456
South Korea,ZAF,2015,125,38828.7409976118,94.3398438,,,0.907,8926,51014947,0.0000394982278429104
South Korea,ZAF,2016,155,39814.6589279289,94.0336227,20.44728,31.4,0.91,8926,51217803,0.0000393613134870311
South Korea,ZAF,2017,185,40957.4180587145,94.3496933,,,0.912,8926,51361911,0.0000392703456847624
South Korea,ZAF,2018,195,41948.3460057222,95.864151,,,0.914,8926,51606633,0.0000391035005131995
South Korea,ZAF,2019,220,42719.0002563009,98.4461899,,,0.916,8926,51709098,0.0000390453532954684
Spain,ESP,2014,110,35968.6201369865,85.4462738037109,22.49025,36.1,0.888,1258,46480882.0,0.0000433296424968872
Spain,ESP,2015,140,37377.068016704,85.6117782592773,22.35801,36.2,0.895,1258,46444832.0,0.0000433848054397096
Spain,ESP,2016,180,38477.5791805612,86.5160827636719,21.79022,35.8,0.899,1258,46484062.0,0.0000433697037922374
Spain,ESP,2017,230,39528.9253872668,88.8530120849609,,34.7,0.903,1258,46593236.0,0.0000432895452893635
Spain,ESP,2018,270,40312.5475864011,91.1125717163086,,34.7,0.905,1258,46797754.0,0.0000431217275940209
Spain,ESP,2019,275,40805.9169678996,92.8823471069336,,,0.904,1258,47133521.0,0.000042835755894409
Sri Lanka,LKA,2014,15,11428.1079039311,19.2456398010254,20.16606,,0.773,8753,20778000.0,0.0000969294446048705
Sri Lanka,LKA,2015,10,11890.5165276211,19.7583694458008,19.38278,,0.776,8753,20970000.0,0.0000960896518836433
Sri Lanka,LKA,2016,15,12287.4730695098,18.8381099700928,12.12355,39.3,0.773,8753,21203000.0,0.0000950808847804556
Sri Lanka,LKA,2017,10,12584.1047924776,18.9611701965332,12.96432,,0.775,8753,21444000.0,0.0000940589442268234
Sri Lanka,LKA,2018,15,12860.3208303539,19.6302394866943,20.74192,,0.779,8753,21670000.0,0.0000931241347485002
Sri Lanka,LKA,2019,15,13070.1256448919,21.1277008056641,,,0.782,8753,21803000.0,0.0000926019355134615
Sweden,SWE,2014,70,49258.9961639539,62.180591583252,25.27111,28.4,0.935,1433,9696110.0,0.000207712164981627
Sweden,SWE,2015,65,50928.962975552,62.2824783325195,24.91335,29.2,0.938,1433,9799186.0,0.000205629324721462
Sweden,SWE,2016,55,51334.4320301641,63.5480194091797,24.08663,29.6,0.940,1433,9923085.0,0.000203162625332747
Sweden,SWE,2017,50,51947.9542478244,66.9882431030273,,28.8,0.942,1433,10057698.0,0.000200542907532121
Sweden,SWE,2018,50,52349.2924275599,72.4611663818359,,30.0,0.943,1433,10175214.0,0.00019832506716812
Sweden,SWE,2019,45,52531.1743768398,77.3291091918945,,,0.945,1433,10278887.0,0.000196422044526805
Switzerland,CHE,2014,65,67682.6861750714,57.2297210693359,26.37799,32.5,0.942,761,8188649.0,0.000245950217184788
Switzerland,CHE,2015,80,68025.9200383988,57.7073516845703,26.2626,32.3,0.947,761,8282396.0,0.000243287087456335
Switzerland,CHE,2016,90,68663.2438230835,58.0469512939453,26.00316,33.0,0.947,761,8373338.0,0.000240764197026323
Switzerland,CHE,2017,110,69103.570264696,59.56298828125,,32.7,0.949,761,8451840.0,0.000238646259276087
Switzerland,CHE,2018,120,70663.4875973954,61.3774490356445,,33.1,0.955,761,8514329.0,0.000237012217874127
Switzerland,CHE,2019,145,70920.3247255393,63.3080596923828,,,0.955,761,8575280.0,0.000235444207069623
Syria,SYR,2014,5,,41.5804291,,,0.556,3538,18710711,0.000107638881280353
Taiwan,TWN,2014,30,,,,,,9804,,
Taiwan,TWN,2015,35,,,,,,9804,,
